timestamp_ms,symbol,side,price,size
7825,PI_XBTUSD,sell,108496.500000,0.000000
7856,PI_XBTUSD,sell,108982.000000,0.000000
7886,PI_XBTUSD,sell,108981.000000,10.000000
7915,PI_XBTUSD,sell,108666.000000,0.000000
7944,PI_XBTUSD,sell,108665.000000,15.000000
7974,PI_XBTUSD,buy,107276.000000,0.000000
8003,PI_XBTUSD,buy,107277.000000,196.000000
8034,PI_XBTUSD,sell,108541.500000,0.000000
8067,PI_XBTUSD,sell,108665.000000,10.000000
8097,PI_XBTUSD,sell,108640.500000,15.000000
8133,PI_XBTUSD,sell,108640.500000,10.000000
8167,PI_XBTUSD,sell,108640.500000,0.000000
8199,PI_XBTUSD,sell,108540.000000,1000.000000
8231,PI_XBTUSD,sell,108496.000000,0.000000
8262,PI_XBTUSD,sell,108507.000000,22969.000000
8292,PI_XBTUSD,sell,108495.000000,1456.000000
8326,PI_XBTUSD,buy,108361.000000,234.000000
8358,PI_XBTUSD,buy,108362.000000,9782.000000
8388,PI_XBTUSD,buy,108361.000000,0.000000
8417,PI_XBTUSD,buy,108362.000000,10016.000000
8451,PI_XBTUSD,sell,108981.500000,0.000000
8482,PI_XBTUSD,sell,108980.500000,13.000000
8513,PI_XBTUSD,buy,107276.500000,0.000000
8545,PI_XBTUSD,buy,107277.500000,98.000000
8575,PI_XBTUSD,buy,107858.000000,13.000000
8604,PI_XBTUSD,buy,107858.500000,20.000000
8635,PI_XBTUSD,sell,108640.000000,5.000000
8667,PI_XBTUSD,sell,108664.500000,10.000000
8702,PI_XBTUSD,sell,108640.000000,0.000000
8733,PI_XBTUSD,sell,108664.500000,15.000000
8762,PI_XBTUSD,buy,107858.000000,0.000000
8792,PI_XBTUSD,buy,107858.500000,33.000000
8821,PI_XBTUSD,buy,107277.000000,98.000000
8850,PI_XBTUSD,buy,107277.500000,196.000000
8882,PI_XBTUSD,sell,108540.500000,0.000000
8913,PI_XBTUSD,sell,108539.500000,36949.000000
8944,PI_XBTUSD,sell,108665.000000,0.000000
8974,PI_XBTUSD,sell,108667.000000,10.000000
9003,PI_XBTUSD,sell,109588.000000,0.000000
9032,PI_XBTUSD,sell,109587.000000,101.000000
9064,PI_XBTUSD,buy,107277.000000,0.000000
9092,PI_XBTUSD,buy,107277.500000,294.000000
9124,PI_XBTUSD,sell,108507.000000,0.000000
9154,PI_XBTUSD,sell,108495.500000,17767.000000
9189,PI_XBTUSD,buy,108181.000000,0.000000
9219,PI_XBTUSD,buy,108229.500000,9.000000
9249,PI_XBTUSD,buy,107847.000000,0.000000
9279,PI_XBTUSD,buy,107859.000000,9.000000
9308,PI_XBTUSD,buy,108329.500000,0.000000
9337,PI_XBTUSD,buy,108330.500000,9.000000
9366,PI_XBTUSD,buy,107273.000000,0.000000
9395,PI_XBTUSD,buy,107278.000000,197.000000
9427,PI_XBTUSD,sell,108495.500000,0.000000
9458,PI_XBTUSD,sell,108507.000000,23126.000000
9488,PI_XBTUSD,buy,108306.500000,0.000000
9518,PI_XBTUSD,buy,108330.500000,18.000000
9551,PI_XBTUSD,buy,108330.500000,9.000000
9583,PI_XBTUSD,buy,107858.500000,13.000000
9615,PI_XBTUSD,buy,108441.500000,0.000000
9647,PI_XBTUSD,buy,108424.500000,0.000000
9679,PI_XBTUSD,buy,108441.000000,0.000000
9714,PI_XBTUSD,buy,108330.500000,0.000000
9744,PI_XBTUSD,buy,108306.500000,9.000000
9774,PI_XBTUSD,buy,108229.500000,0.000000
9804,PI_XBTUSD,buy,108182.000000,9.000000
9897,PI_XBTUSD,sell,108507.000000,0.000000
9928,PI_XBTUSD,sell,108494.500000,18240.000000
9958,PI_XBTUSD,buy,108361.500000,0.000000
9988,PI_XBTUSD,buy,108362.500000,36813.000000
10022,PI_XBTUSD,buy,108420.000000,0.000000
10052,PI_XBTUSD,buy,108355.000000,1456.000000
10088,PI_XBTUSD,buy,108420.500000,4076.000000
10194,PI_XBTUSD,buy,108420.500000,12748.000000
10222,PI_XBTUSD,buy,108355.000000,0.000000
10251,PI_XBTUSD,buy,108355.000000,1456.000000
10281,PI_XBTUSD,buy,108174.500000,0.000000
10310,PI_XBTUSD,buy,108031.000000,285286.000000
10339,PI_XBTUSD,buy,108340.000000,0.000000
10368,PI_XBTUSD,buy,108329.000000,55351.000000
10475,PI_XBTUSD,sell,108568.000000,0.000000
10506,PI_XBTUSD,sell,108553.500000,44204.000000
10538,PI_XBTUSD,buy,108031.000000,0.000000
10568,PI_XBTUSD,buy,108174.500000,285286.000000
10598,PI_XBTUSD,sell,108553.500000,0.000000
10627,PI_XBTUSD,sell,108568.000000,64076.000000
10659,PI_XBTUSD,buy,108433.000000,1456.000000
10774,PI_XBTUSD,buy,108307.000000,9.000000
10806,PI_XBTUSD,buy,108306.500000,0.000000
10836,PI_XBTUSD,buy,108330.500000,9.000000
10867,PI_XBTUSD,buy,107859.500000,19.000000
10902,PI_XBTUSD,buy,108330.000000,0.000000
10934,PI_XBTUSD,buy,108306.500000,9.000000
10969,PI_XBTUSD,buy,107927.500000,0.000000
11087,PI_XBTUSD,buy,107859.500000,38.000000
11115,PI_XBTUSD,sell,108590.000000,0.000000
11144,PI_XBTUSD,sell,108567.000000,10.000000
